symbol,baseCoin,granularity,profile,lookback_days,bars,trades,win_rate_pct,profit_factor,max_drawdown_pct,net_return_pct,quality_score,last_close,trend_state,last_signal,last_bar_utc
JOEUSDT,JOE,4H,Base TV,365,441,6,50.0,0.8763,-14.7466,-3.1253,0.8914,0.0413,LONG,NONE,2026-03-13T00:00:00+00:00
XTZUSDT,XTZ,4H,Base TV,365,441,4,50.0,0.9669,-10.9114,-1.2486,0.8861,0.3681,SHORT,NONE,2026-03-13T00:00:00+00:00
ONTUSDT,ONT,4H,Base TV,365,441,2,50.0,1.011,-6.0,-0.2981,0.8425,0.04158,SHORT,NONE,2026-03-13T00:00:00+00:00
USUSDT,US,4H,Base TV,365,441,2,50.0,1.011,-6.0,-0.2981,0.8425,0.003878,LONG,NONE,2026-03-13T00:00:00+00:00
RLSUSDT,RLS,4H,Base TV,365,441,2,50.0,0.9252,-5.6604,-0.72,0.8173,0.00453,LONG,NONE,2026-03-13T00:00:00+00:00
1MBABYDOGEUSDT,1MBABYDOGE,4H,Base TV,365,441,5,40.0,1.1646,-16.3403,1.3267,0.7127,0.0004342,LONG,NONE,2026-03-13T00:00:00+00:00
AVAXUSDT,AVAX,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,9.849,LONG,NONE,2026-03-13T00:00:00+00:00
AUSDT,A,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,0.07788,SHORT,NONE,2026-03-13T00:00:00+00:00
ETHFIUSDT,ETHFI,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,0.5756,LONG,NONE,2026-03-13T00:00:00+00:00
ENSUSDT,ENS,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,6.125,SHORT,NONE,2026-03-13T00:00:00+00:00
ETHWUSDT,ETHW,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,0.2924,SHORT,NONE,2026-03-13T00:00:00+00:00
LDOUSDT,LDO,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,0.3043,SHORT,NONE,2026-03-13T00:00:00+00:00
WUSDT,W,4H,Base TV,365,441,3,33.3333,1.4761,-11.3208,3.9422,0.6519,0.01845,SHORT,NONE,2026-03-13T00:00:00+00:00
CELRUSDT,CELR,4H,Base TV,365,441,4,50.0,0.7342,-11.3208,-3.638,0.6485,0.00268,LONG,NONE,2026-03-13T00:00:00+00:00
ETCUSDT,ETC,4H,Base TV,365,441,5,60.0,0.4846,-11.3208,-6.2188,0.6421,8.387,SHORT,NONE,2026-03-13T00:00:00+00:00
SKLUSDT,SKL,4H,Base TV,365,441,3,33.3333,1.4343,-11.64,3.568,0.6161,0.00668,SHORT,NONE,2026-03-13T00:00:00+00:00
IOTAUSDT,IOTA,4H,Base TV,365,441,3,33.3333,1.2078,-11.3208,1.1681,0.5334,0.0641,SHORT,NONE,2026-03-13T00:00:00+00:00
NEIROCTOUSDT,NEIROCTO,4H,Base TV,365,441,3,33.3333,1.2078,-11.3208,1.1681,0.5334,7.45e-05,LONG,NONE,2026-03-13T00:00:00+00:00
RAYUSDT,RAY,4H,Base TV,365,441,3,33.3333,1.2078,-11.3208,1.1681,0.5334,0.6218,SHORT,NONE,2026-03-13T00:00:00+00:00
ORCAUSDT,ORCA,4H,Base TV,365,441,2,50.0,0.5557,-5.6604,-2.6927,0.4909,0.943,SHORT,NONE,2026-03-13T00:00:00+00:00
EIGENUSDT,EIGEN,4H,Base TV,365,441,3,33.3333,1.0587,-11.0004,-0.3338,0.4812,0.1906,SHORT,NONE,2026-03-13T00:00:00+00:00
ILVUSDT,ILV,4H,Base TV,365,441,2,50.0,0.4569,-4.1696,-2.344,0.4569,4.18,LONG,NONE,2026-03-13T00:00:00+00:00
ASTRUSDT,ASTR,4H,Base TV,365,441,4,50.0,0.5044,-11.3208,-6.0356,0.4456,0.00754,SHORT,NONE,2026-03-13T00:00:00+00:00
SKYUSDT,SKY,4H,Base TV,365,441,4,50.0,0.4897,-11.0004,-6.0051,0.4452,0.08246,LONG,NONE,2026-03-13T00:00:00+00:00
VELODROMEUSDT,VELODROME,4H,Base TV,365,441,4,25.0,1.087,-12.4522,-0.1227,0.4365,0.016613,SHORT,NONE,2026-03-13T00:00:00+00:00
GASUSDT,GAS,4H,Base TV,365,441,3,33.3333,0.5202,-6.0,-5.9416,0.4335,1.557,SHORT,NONE,2026-03-13T00:00:00+00:00
ENSOUSDT,ENSO,4H,Base TV,365,441,4,50.0,0.3366,-7.8059,-7.8059,0.4312,1.2716,SHORT,NONE,2026-03-13T00:00:00+00:00
GALAUSDT,GALA,4H,Base TV,365,441,3,33.3333,0.9612,-11.3208,-1.3817,0.4245,0.003395,SHORT,NONE,2026-03-13T00:00:00+00:00
ARKMUSDT,ARKM,4H,Base TV,365,441,3,33.3333,0.9222,-11.3208,-1.7849,0.4073,0.1125,LONG,NONE,2026-03-13T00:00:00+00:00
APTUSDT,APT,4H,Base TV,365,441,3,33.3333,0.4823,-6.141,-6.141,0.3927,0.9232,SHORT,NONE,2026-03-13T00:00:00+00:00
ONDOUSDT,ONDO,4H,Base TV,365,441,3,33.3333,0.8674,-11.3208,-2.3511,0.3831,0.2649,SHORT,NONE,2026-03-13T00:00:00+00:00
IMXUSDT,IMX,4H,Base TV,365,441,3,33.3333,0.8559,-11.3208,-2.4709,0.378,0.1687,LONG,NONE,2026-03-13T00:00:00+00:00
DOGSUSDT,DOGS,4H,Base TV,365,441,4,50.0,0.3992,-11.3208,-7.1461,0.3526,3.094e-05,LONG,NONE,2026-03-13T00:00:00+00:00
NOTUSDT,NOT,4H,Base TV,365,441,3,33.3333,0.7744,-11.3208,-3.313,0.342,0.0004175,LONG,NONE,2026-03-13T00:00:00+00:00
SAHARAUSDT,SAHARA,4H,Base TV,365,441,2,50.0,0.4066,-6.0,-3.7068,0.3388,0.02263,SHORT,NONE,2026-03-13T00:00:00+00:00
DOGEUSDT,DOGE,4H,Base TV,365,441,3,33.3333,0.7437,-11.3208,-3.6309,0.3285,0.0966,LONG,NONE,2026-03-13T00:00:00+00:00
AGLDUSDT,AGLD,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.2617,SHORT,NONE,2026-03-13T00:00:00+00:00
GPSUSDT,GPS,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.00856,SHORT,NONE,2026-03-13T00:00:00+00:00
OLUSDT,OL,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.01399,LONG,NONE,2026-03-13T00:00:00+00:00
SLPUSDT,SLP,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.0006068,LONG,NONE,2026-03-13T00:00:00+00:00
VELVETUSDT,VELVET,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.07713,SHORT,NONE,2026-03-13T00:00:00+00:00
WOOUSDT,WOO,4H,Base TV,365,441,2,50.0,0.3569,-5.6604,-3.7547,0.3153,0.01841,LONG,NONE,2026-03-13T00:00:00+00:00
BIOUSDT,BIO,4H,Base TV,365,441,4,50.0,0.3465,-11.3208,-7.7018,0.3061,0.02128,SHORT,NONE,2026-03-13T00:00:00+00:00
2ZUSDT,2Z,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.08081,LONG,NONE,2026-03-13T00:00:00+00:00
BUSDT,B,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.1801,SHORT,NONE,2026-03-13T00:00:00+00:00
COTIUSDT,COTI,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.01247,SHORT,NONE,2026-03-13T00:00:00+00:00
MYXUSDT,MYX,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.3151,SHORT,NONE,2026-03-13T00:00:00+00:00
RAVEUSDT,RAVE,4H,Base TV,365,430,4,50.0,0.3366,-11.3208,-7.8059,0.2973,0.2514,SHORT,NONE,2026-03-13T00:00:00+00:00
RECALLUSDT,RECALL,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.0484,LONG,NONE,2026-03-13T00:00:00+00:00
SANDUSDT,SAND,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.08382,SHORT,NONE,2026-03-13T00:00:00+00:00
SCRTUSDT,SCRT,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,0.08,LONG,NONE,2026-03-13T00:00:00+00:00
SOLUSDT,SOL,4H,Base TV,365,441,2,50.0,0.3366,-5.6604,-3.8632,0.2973,90.025,LONG,NONE,2026-03-13T00:00:00+00:00
BARDUSDT,BARD,4H,Base TV,365,441,2,50.0,0.3367,-6.0,-4.1012,0.2806,1.1224,SHORT,NONE,2026-03-13T00:00:00+00:00
VELOUSDT,VELO,4H,Base TV,365,441,2,50.0,0.3175,-6.0,-4.2093,0.2646,0.003611,LONG,NONE,2026-03-13T00:00:00+00:00
RVNUSDT,RVN,4H,Base TV,365,441,6,33.3333,0.4245,-16.5897,-13.3915,0.2559,0.005475,SHORT,NONE,2026-03-13T00:00:00+00:00
AXSUSDT,AXS,4H,Base TV,365,441,3,33.3333,0.5643,-11.3208,-5.4862,0.2492,1.15,SHORT,NONE,2026-03-13T00:00:00+00:00
HBARUSDT,HBAR,4H,Base TV,365,441,3,33.3333,0.5524,-11.3208,-5.6089,0.244,0.09616,SHORT,NONE,2026-03-13T00:00:00+00:00
MEWUSDT,MEW,4H,Base TV,365,441,7,28.5714,0.5492,-24.5851,-13.9642,0.2234,0.0006332,LONG,NONE,2026-03-13T00:00:00+00:00
CTSIUSDT,CTSI,4H,Base TV,365,441,3,33.3333,0.5167,-11.64,-6.1612,0.2219,0.0253,LONG,NONE,2026-03-13T00:00:00+00:00
ARCUSDT,ARC,4H,Base TV,365,441,3,33.3333,0.4823,-11.0004,-6.141,0.2192,0.04604,LONG,NONE,2026-03-13T00:00:00+00:00
MAGMAUSDT,MAGMA,4H,Base TV,365,344,3,33.3333,0.4823,-11.0004,-6.141,0.2192,0.09955,LONG,NONE,2026-03-13T00:00:00+00:00
KSMUSDT,KSM,4H,Base TV,365,441,6,33.3333,0.3075,-15.2217,-12.1764,0.202,4.567,SHORT,NONE,2026-03-13T00:00:00+00:00
RDNTUSDT,RDNT,4H,Base TV,365,441,3,33.3333,0.4321,-11.3208,-6.8528,0.1908,0.005668,LONG,NONE,2026-03-13T00:00:00+00:00
AXLUSDT,AXL,4H,Base TV,365,441,5,40.0,0.2266,-13.0245,-13.0245,0.174,0.05595,SHORT,NONE,2026-03-13T00:00:00+00:00
RSRUSDT,RSR,4H,Base TV,365,441,5,40.0,0.2333,-14.6504,-12.9263,0.1592,0.001694,LONG,NONE,2026-03-13T00:00:00+00:00
ANKRUSDT,ANKR,4H,Base TV,365,441,4,25.0,0.3435,-11.5851,-11.5851,0.1483,0.004408,LONG,NONE,2026-03-13T00:00:00+00:00
SUIUSDT,SUI,4H,Base TV,365,441,3,33.3333,0.3292,-11.3208,-7.9163,0.1454,1.0089,LONG,NONE,2026-03-13T00:00:00+00:00
XLMUSDT,XLM,4H,Base TV,365,441,4,25.0,0.4159,-16.3403,-10.3134,0.1273,0.16246,LONG,NONE,2026-03-13T00:00:00+00:00
CKBUSDT,CKB,4H,Base TV,365,441,3,33.3333,0.2483,-11.3208,-8.7537,0.1097,0.001564,LONG,NONE,2026-03-13T00:00:00+00:00
CRVUSDT,CRV,4H,Base TV,365,441,3,33.3333,0.2432,-11.3208,-8.8065,0.1074,0.2393,LONG,NONE,2026-03-13T00:00:00+00:00
ORDERUSDT,ORDER,4H,Base TV,365,441,5,20.0,0.4403,-21.3599,-13.2853,0.1031,0.05413,SHORT,NONE,2026-03-13T00:00:00+00:00
ONGUSDT,ONG,4H,Base TV,365,441,3,33.3333,0.1791,-9.16,-9.16,0.0978,0.06103,LONG,NONE,2026-03-13T00:00:00+00:00
PIXELUSDT,PIXEL,4H,Base TV,365,441,3,33.3333,0.1683,-9.3049,-9.3049,0.0904,0.010815,LONG,NONE,2026-03-13T00:00:00+00:00
TIAUSDT,TIA,4H,Base TV,365,441,3,33.3333,0.1683,-9.3049,-9.3049,0.0904,0.3454,SHORT,NONE,2026-03-13T00:00:00+00:00
IOUSDT,IO,4H,Base TV,365,441,4,25.0,0.2811,-16.0381,-12.0308,0.0876,0.1161,LONG,NONE,2026-03-13T00:00:00+00:00
XAIUSDT,XAI,4H,Base TV,365,441,3,33.3333,0.178,-11.0281,-9.2309,0.0807,0.01187,LONG,NONE,2026-03-13T00:00:00+00:00
BLURUSDT,BLUR,4H,Base TV,365,441,3,33.3333,0.1732,-11.3208,-9.5294,0.0765,0.01927,SHORT,NONE,2026-03-13T00:00:00+00:00
CVXUSDT,CVX,4H,Base TV,365,441,3,33.3333,0.1732,-11.3208,-9.5294,0.0765,2.055,SHORT,NONE,2026-03-13T00:00:00+00:00
SPXUSDT,SPX,4H,Base TV,365,441,3,33.3333,0.1732,-11.3208,-9.5294,0.0765,0.3222,SHORT,NONE,2026-03-13T00:00:00+00:00
UBUSDT,UB,4H,Base TV,365,441,3,33.3333,0.1732,-11.3208,-9.5294,0.0765,0.03199,SHORT,NONE,2026-03-13T00:00:00+00:00
GRTUSDT,GRT,4H,Base TV,365,441,5,20.0,0.3115,-21.3599,-15.6478,0.0729,0.0285,LONG,NONE,2026-03-13T00:00:00+00:00
BIGTIMEUSDT,BIGTIME,4H,Base TV,365,441,3,33.3333,0.1634,-11.3208,-9.6314,0.0722,0.01372,LONG,NONE,2026-03-13T00:00:00+00:00
INITUSDT,INIT,4H,Base TV,365,441,3,33.3333,0.1634,-11.3208,-9.6314,0.0722,0.0894,LONG,NONE,2026-03-13T00:00:00+00:00
POWRUSDT,POWR,4H,Base TV,365,441,3,33.3333,0.1634,-11.3208,-9.6314,0.0722,0.06371,LONG,NONE,2026-03-13T00:00:00+00:00
XRPUSDT,XRP,4H,Base TV,365,441,4,25.0,0.1436,-11.7055,-11.7055,0.0613,1.4114,LONG,NONE,2026-03-13T00:00:00+00:00
BSVUSDT,BSV,4H,Base TV,365,441,4,25.0,0.1261,-14.3801,-12.749,0.0438,14.9,LONG,NONE,2026-03-13T00:00:00+00:00
ARPAUSDT,ARPA,4H,Base TV,365,441,4,25.0,0.119,-14.342,-14.342,0.0415,0.01007,LONG,NONE,2026-03-13T00:00:00+00:00
AVAUSDT,AVA,4H,Base TV,365,441,4,25.0,0.11,-16.3403,-14.7466,0.0337,0.2034,LONG,NONE,2026-03-13T00:00:00+00:00
LAUSDT,LA,4H,Base TV,365,441,4,25.0,0.11,-16.3403,-14.7466,0.0337,0.2313,LONG,NONE,2026-03-13T00:00:00+00:00
PEOPLEUSDT,PEOPLE,4H,Base TV,365,441,4,25.0,0.11,-16.3403,-14.7466,0.0337,0.0075,LONG,NONE,2026-03-13T00:00:00+00:00
NEOUSDT,NEO,4H,Base TV,365,441,4,25.0,0.1079,-16.6415,-15.0535,0.0324,2.628,LONG,NONE,2026-03-13T00:00:00+00:00
ZRXUSDT,ZRX,4H,Base TV,365,441,4,25.0,0.0651,-15.6837,-15.6837,0.0208,0.1066,LONG,NONE,2026-03-13T00:00:00+00:00
RONUSDT,RON,4H,Base TV,365,441,5,20.0,0.0829,-21.0758,-19.5723,0.0197,0.1008,LONG,NONE,2026-03-13T00:00:00+00:00
RUNEUSDT,RUNE,4H,Base TV,365,441,3,33.3333,0.0358,-10.6395,-10.6395,0.0168,0.442,SHORT,NONE,2026-03-13T00:00:00+00:00
LINKUSDT,LINK,4H,Base TV,365,441,3,33.3333,0.0329,-11.3208,-10.9809,0.0145,9.282,SHORT,NONE,2026-03-13T00:00:00+00:00
1INCHUSDT,1INCH,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.0975,SHORT,NONE,2026-03-13T00:00:00+00:00
AAVEUSDT,AAVE,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,114.06,SHORT,NONE,2026-03-13T00:00:00+00:00
4USDT,4,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.00822,SHORT,NONE,2026-03-13T00:00:00+00:00
1000SATSUSDT,1000SATS,4H,Base TV,365,441,4,0.0,0.0,-21.643,-21.643,0.0,1.265e-05,LONG,NONE,2026-03-13T00:00:00+00:00
1000000MOGUSDT,1000000MOG,4H,Base TV,365,441,3,0.0,0.0,-15.2982,-15.2982,0.0,0.1629,SHORT,NONE,2026-03-13T00:00:00+00:00
ACHUSDT,ACH,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.00685,LONG,NONE,2026-03-13T00:00:00+00:00
ACUUSDT,ACU,4H,Base TV,365,205,0,0.0,inf,0.0,0.0,0.0,0.09373,LONG,NONE,2026-03-13T00:00:00+00:00
ACTUSDT,ACT,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.01394,LONG,NONE,2026-03-13T00:00:00+00:00
AIUSDT,AI,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.02281,LONG,NONE,2026-03-13T00:00:00+00:00
AEVOUSDT,AEVO,4H,Base TV,365,441,1,0.0,0.0,-1.3941,-1.3941,0.0,0.02597,LONG,NONE,2026-03-13T00:00:00+00:00
ALCHUSDT,ALCH,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.07579,SHORT,NONE,2026-03-13T00:00:00+00:00
ALTUSDT,ALT,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.00755,LONG,NONE,2026-03-13T00:00:00+00:00
ALLOUSDT,ALLO,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.1273,LONG,NONE,2026-03-13T00:00:00+00:00
ANIMEUSDT,ANIME,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.004829,LONG,NONE,2026-03-13T00:00:00+00:00
ARBUSDT,ARB,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.1021,SHORT,NONE,2026-03-13T00:00:00+00:00
ARIAUSDT,ARIA,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.13529,LONG,NONE,2026-03-13T00:00:00+00:00
ALICEUSDT,ALICE,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.1206,SHORT,NONE,2026-03-13T00:00:00+00:00
ASRUSDT,ASR,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,1.322,LONG,NONE,2026-03-13T00:00:00+00:00
ARKUSDT,ARK,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.1795,LONG,NONE,2026-03-13T00:00:00+00:00
ATUSDT,AT,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.1435,SHORT,NONE,2026-03-13T00:00:00+00:00
AWEUSDT,AWE,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.05286,LONG,NONE,2026-03-13T00:00:00+00:00
AUCTIONUSDT,AUCTION,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,4.754,SHORT,NONE,2026-03-13T00:00:00+00:00
AVNTUSDT,AVNT,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.1678,LONG,NONE,2026-03-13T00:00:00+00:00
B2USDT,B2,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.6871,SHORT,NONE,2026-03-13T00:00:00+00:00
BABYUSDT,BABY,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.01457,LONG,NONE,2026-03-13T00:00:00+00:00
BANANAUSDT,BANANA,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,4.338,SHORT,NONE,2026-03-13T00:00:00+00:00
BANDUSDT,BAND,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.2368,LONG,NONE,2026-03-13T00:00:00+00:00
BANKUSDT,BANK,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.03815,LONG,NONE,2026-03-13T00:00:00+00:00
BANUSDT,BAN,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.11348,SHORT,NONE,2026-03-13T00:00:00+00:00
BBUSDT,BB,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.02822,LONG,NONE,2026-03-13T00:00:00+00:00
BATUSDT,BAT,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.0982,SHORT,NONE,2026-03-13T00:00:00+00:00
BCHUSDT,BCH,4H,Base TV,365,441,1,0.0,0.0,-5.8823,-5.8823,0.0,465.71,LONG,NONE,2026-03-13T00:00:00+00:00
BEATUSDT,BEAT,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.41111,LONG,NONE,2026-03-13T00:00:00+00:00
BELUSDT,BEL,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.1027,LONG,NONE,2026-03-13T00:00:00+00:00
BGBUSDT,BGB,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,2.1594,LONG,NONE,2026-03-13T00:00:00+00:00
BERAUSDT,BERA,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.5985,LONG,NONE,2026-03-13T00:00:00+00:00
BICOUSDT,BICO,4H,Base TV,365,441,2,0.0,0.0,-8.8154,-8.8154,0.0,0.0227,LONG,NONE,2026-03-13T00:00:00+00:00
BIRBUSDT,BIRB,4H,Base TV,365,159,0,0.0,inf,0.0,0.0,0.0,0.15179,SHORT,NONE,2026-03-13T00:00:00+00:00
BMTUSDT,BMT,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.01596,LONG,NONE,2026-03-13T00:00:00+00:00
BLESSUSDT,BLESS,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.004793,LONG,NONE,2026-03-13T00:00:00+00:00
BNTUSDT,BNT,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.298,SHORT,NONE,2026-03-13T00:00:00+00:00
BOBUSDT,BOB,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.006536,LONG,NONE,2026-03-13T00:00:00+00:00
BRETTUSDT,BRETT,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.00765,SHORT,NONE,2026-03-13T00:00:00+00:00
BREVUSDT,BREV,4H,Base TV,365,295,0,0.0,inf,0.0,0.0,0.0,0.1322,SHORT,NONE,2026-03-13T00:00:00+00:00
BROCCOLIUSDT,BROCCOLI,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.0141,LONG,NONE,2026-03-13T00:00:00+00:00
C98USDT,C98,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.0277,LONG,NONE,2026-03-13T00:00:00+00:00
CATIUSDT,CATI,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.04405,LONG,NONE,2026-03-13T00:00:00+00:00
CFXUSDT,CFX,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.05431,LONG,NONE,2026-03-13T00:00:00+00:00
CGPTUSDT,CGPT,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.02189,SHORT,NONE,2026-03-13T00:00:00+00:00
CARVUSDT,CARV,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.05759,SHORT,NONE,2026-03-13T00:00:00+00:00
CHRUSDT,CHR,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.01677,LONG,NONE,2026-03-13T00:00:00+00:00
COAIUSDT,COAI,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.3208,SHORT,NONE,2026-03-13T00:00:00+00:00
CLOUSDT,CLO,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.0716,SHORT,NONE,2026-03-13T00:00:00+00:00
COREUSDT,CORE,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.08134,SHORT,NONE,2026-03-13T00:00:00+00:00
COWUSDT,COW,4H,Base TV,365,441,2,0.0,0.0,-11.3208,-11.3208,0.0,0.2397,SHORT,NONE,2026-03-13T00:00:00+00:00
CROSSUSDT,CROSS,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.0725,SHORT,NONE,2026-03-13T00:00:00+00:00
CROUSDT,CRO,4H,Base TV,365,441,2,0.0,0.0,-6.1389,-6.1389,0.0,0.07627,SHORT,NONE,2026-03-13T00:00:00+00:00
CUSDT,C,4H,Base TV,365,441,0,0.0,inf,0.0,0.0,0.0,0.05274,LONG,NONE,2026-03-13T00:00:00+00:00
CTKUSDT,CTK,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.1732,LONG,NONE,2026-03-13T00:00:00+00:00
CYBERUSDT,CYBER,4H,Base TV,365,441,1,0.0,0.0,-5.6604,-5.6604,0.0,0.5434,SHORT,NONE,2026-03-13T00:00:00+00:00
CVCUSDT,CVC,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.03043,LONG,NONE,2026-03-13T00:00:00+00:00
CYSUSDT,CYS,4H,Base TV,365,441,1,0.0,0.0,-6.0,-6.0,0.0,0.43395,SHORT,NONE,2026-03-13T00:00:00+00:00
